disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh
1071,Closed,2005-03-10T05:00:00.000Z,2756605,2834575,150940,0,2540914,24881,38956,78884,4396bc05dabdfc2bbb8d0ad1136a9264,2019-10-10T19:40:44.917Z
1337,Closed,2003-10-08T04:00:00.000Z,950900,782081,0,0,770958,0,0,11123,2eaa780c87b5861e520e14c592172233,2019-10-10T19:40:44.960Z
1070,Closed,2007-03-13T04:00:00.000Z,6732557,6427682,384301,0,5790272,51516,67799,133794,07762cc57885ec7946645927c443270b,2019-10-10T19:40:44.915Z
1506,Closed,2015-09-03T04:00:00.000Z,2192856,1791043,0,0,1694475,93086,3482,0,4848770612baadc8903bbc7de6d6d367,2019-10-10T19:40:45.043Z
1167,Closed,2007-07-03T04:00:00.000Z,1375224,1354321,0,0,1167359,128532,24300,34130,bdd4f2254036faef399de5fa2cc917c6,2019-10-10T19:40:44.954Z
1863,Closed,2018-09-28T04:00:00.000Z,895384,631452.15,0,0,594535,36917.15,0,0,c28098d145f0c4f1d2b22dc283746f3e,2019-10-10T19:40:44.963Z
1211,Closed,2004-01-20T05:00:00.000Z,437358,413384,4100,0,390572,0,8189,10523,cd8d864d281a5ccbd3ebba7c10a015b2,2019-10-10T19:40:44.997Z
932,Open,,292500,205303,0,0,191632,0,5006,8665,26951899e779a019ec958ca73c573b83,2019-10-10T19:40:44.940Z
1613,Closed,2010-08-25T04:00:00.000Z,954811,622180,0,0,587129,0,13180,21871,819cdeed99a86a3dd0bee068b22ad795,2019-10-10T19:40:44.941Z
931,Open,,863755,0,0,0,0,0,0,0,bbb2a26e0c06c2d3c1eeb53f88acd329,2019-10-10T19:40:44.962Z
1785,Closed,2017-05-31T04:00:00.000Z,16982845,15748405,1397327,766741,12753904,830433,0,0,8d2a2bfff0916e2a4f245a7c5f65ec6f,2019-10-10T19:40:45.070Z
1869,Closed,2018-01-24T05:00:00.000Z,4816052,309213,0,43898,265313,2,0,0,de65baeccebf413c24151bef789822ba,2019-10-10T19:40:44.919Z
1504,Closed,2014-04-23T04:00:00.000Z,53527,57338,0,0,53527,0,1670,2141,178f129712a2efc67bff2b2c1f6f1a31,2019-10-10T19:40:44.915Z
1317,Closed,2008-04-24T04:00:00.000Z,658284,438084,0,0,413152,0,9570,15362,eb6d85e7890cc76d6abff61c4aa1648f,2019-10-10T19:40:44.995Z
1095,Closed,2002-08-15T04:00:00.000Z,15542791,12664211,739640,0,10837075,675236,98827,313433,96b92d5c0f93bbfa1c15360563b5b750,2019-10-10T19:40:45.038Z
929,Closed,2000-06-29T04:00:00.000Z,725943,704328,0,0,660004,0,14791,29533,902cbe47ad2e1c9689311467a457ac3d,2019-10-10T19:40:45.294Z
1862,Closed,2015-07-23T04:00:00.000Z,1568221,1071884,55304,70500,869394,76686,0,0,b3fce653f76fb1a8b0195eb87f89d072,2019-10-10T19:40:44.992Z
1866,Closed,2019-07-03T04:00:00.000Z,1416356,1485616,135550,47090,1233716,69260,0,0,f26e199fb9417265b50e6cdccdb7089d,2019-10-10T19:40:44.669Z
1661,Closed,2014-09-25T04:00:00.000Z,2718456,1713943,92418,179763,1229220,165000,14980,32562,f861e6693def4922aae1fc6c5f7fb2cf,2019-10-10T19:40:45.073Z
1870,Closed,2018-08-22T04:00:00.000Z,3097396,1672344,52797,0,1468084,151463,0,0,3bb445cf80875631fb1aedfe51393e25,2019-10-10T19:40:45.068Z
852,Closed,1998-05-09T04:00:00.000Z,1370360,1273006,0,0,1147302,50000,23495,52209,6941fb4de27956a913dce183192818c3,2019-10-10T19:40:44.965Z
988,Closed,1999-04-27T04:00:00.000Z,198465,212580,0,0,198465,0,5149,8966,80f52088b5d982b7e413437426c21817,2019-10-10T19:40:45.077Z
1144,Closed,1999-01-12T05:00:00.000Z,797752.65,761794,64775,0,582978,75000,15918,23123,3acf895d216609f5e6c1b33508f1072b,2019-10-10T19:40:44.993Z
933,Closed,2001-02-02T05:00:00.000Z,315162,338908,13419,0,289581,12162,7626,16120,e243268cbd87d8505c010485982a3220,2019-10-10T19:40:44.960Z
1039,Closed,1998-12-07T05:00:00.000Z,8551871,8719963,0,0,7933178,618693,79204,88888,01aacc20442208b52de6573f1cae2ef3,2019-10-10T19:40:44.929Z
1114,Closed,2001-06-13T04:00:00.000Z,297032,315846,0,0,297032,0,7173,11641,a5bc2cf505b8ef50ee2cac31ab52d1e2,2019-10-10T19:40:45.056Z
1959,Open,,3805002,1825517,181310,145020,1313122,186065,0,0,acf6becbe68faefd0e510d88084cfb40,2019-10-10T19:40:44.989Z
937,Open,,0,0,0,0,0,0,0,0,9175e44ffce98c12509a3478d7a329ce,2019-10-10T19:40:45.007Z
1021,Closed,2002-05-17T04:00:00.000Z,714965,752215,35820,0,672902,6243,15730,21520,70f54ff9499ad6de0e92b7fcd413eea6,2019-10-10T19:40:44.994Z
934,Closed,1999-09-13T04:00:00.000Z,78096,54548,0,0,49961,0,1589,2998,80cd3c1ca22d6044eaace8f39261e16c,2019-10-10T19:40:44.958Z
1026,Closed,1997-06-01T04:00:00.000Z,192744,205368,70839,0,121905,0,5007,7617,35993a654b81c2f17a22a1667236de57,2019-10-10T19:40:45.059Z
1319,Closed,2004-12-24T05:00:00.000Z,1211989,1289906,17250,0,1194737,0,23662,54257,36e75913645a8fdc101376c9b3f470d3,2019-10-10T19:40:45.042Z
1960,Open,,7159924,6601489.59,0,210389.77000000002,6042027.82,349072,0,0,2f97761b588acdca5144097263af2cf4,2019-10-10T19:40:45.293Z
1955,Closed,2017-09-24T04:00:00.000Z,1386668,1065773,0,45564,953664,66545,0,0,b234e6232579404ba705e53d5e21228d,2019-10-10T19:40:44.999Z
1695,Closed,2015-06-10T04:00:00.000Z,3764858,3622962,0,0,3466759,0,46762,109441,77465c367a83574ee052197ad432074e,2019-10-10T19:40:44.986Z
1871,Closed,2017-07-27T04:00:00.000Z,2189113,1746827,67624,141263,1432139,105801,0,0,d56504030a814ade3ebbb0578f58b4c1,2019-10-10T19:40:44.945Z
4020,Open,,104157146,72054016.09,5932500,1535605.5,60254141.59,4331769,0,0,4624620df035d0fab466a3b382b8e43c,2019-10-25T09:24:52.669Z
1646,Closed,2015-06-02T04:00:00.000Z,2091716,1394670,104585,33840,1024161,174428,22973,34683,872a5b03c3cf5017c36d5ccf056c808d,2019-10-10T19:40:44.916Z
1975,Closed,2018-10-10T04:00:00.000Z,11341479,8857972.23,0,197485,8477977.3,182509.93,0,0,aa72b7211f9808b4bede7741c5581973,2019-10-10T19:40:44.679Z
1029,Closed,1999-04-15T04:00:00.000Z,84482,90367,0,0,84482,0,2632,3253,02bc2c5ffb3c8020615dea59e5904668,2019-10-10T19:40:45.039Z
1892,Closed,2016-11-21T05:00:00.000Z,942863,894520,0,0,891947,2573,0,0,c557546acc606bcbd08c53c9abfdafd1,2019-10-10T19:40:44.687Z
1692,Closed,2014-04-25T04:00:00.000Z,12521914,1680577,109223,647109,694076,183574,0,46595,6fa85c1df933334f7bd13215b6aff1c3,2019-10-10T19:40:44.991Z
1891,Closed,2017-03-21T04:00:00.000Z,646313,224743,0,0,223900,843,0,0,eadc5d5587431e11703831cc4de68c85,2019-10-10T19:40:44.715Z
1691,Closed,2011-03-03T05:00:00.000Z,179335,186168,0,0,179334,0,168,6666,c59dddb0785dc1cee89293df92f0f2ab,2019-10-10T19:40:45.294Z
1392,Closed,2007-04-04T04:00:00.000Z,1780705,1792038,89034,108385,1534797,0,23668,36154,39fbec566e6ec4ce045b65b19d45fa56,2019-10-10T19:40:44.936Z
1452,Closed,2010-08-20T04:00:00.000Z,724714,732504,36236,0,625070,35908,14639,20651,9ef8d9a3c91996ce6683a057b48a1ee4,2019-10-10T19:40:44.720Z
1590,Closed,2011-03-16T04:00:00.000Z,0,0,0,0,0,0,0,0,a1de0d7b941fed8f30a8b1a5a1fdd84f,2019-10-10T19:40:44.998Z
1759,Closed,2014-04-11T04:00:00.000Z,1487424,811968,0,57218,682015,72735,0,0,858a7e2ce38463a1bfeb4500920f71d7,2019-10-10T19:40:44.668Z
4006,Closed,2019-06-12T04:00:00.000Z,187216,148547.19,0,0,141118.5,7428.6900000000005,0,0,89367a1d06b31e8fcf700562069ca55b,2019-10-10T19:40:45.057Z
1061,Closed,2000-03-07T05:00:00.000Z,202047,213604,0,0,202047,0,5169,6388,2ed06195618f1daf36efd1ba460d4657,2019-10-10T19:40:45.001Z
920,Closed,1995-09-08T04:00:00.000Z,733715,665409,0,0,621066,0,14028,30315,c48a3c11bc1f486bdaedb0d3d00e7b36,2019-10-10T19:40:44.670Z
1138,Closed,2002-12-31T05:00:00.000Z,993387,1044673,0,0,964169,29218,21234,30052,c544b538f9db76ed8aaecdc0580df305,2019-10-10T19:40:45.046Z
1183,Closed,2002-08-22T04:00:00.000Z,836786,883110,38171,0,725254,73361,18296,28028,555db8547c62f0dd0302755c22d33b3a,2019-10-10T19:40:44.669Z
1411,Closed,2007-06-27T04:00:00.000Z,1532224,1225737,0,82500,1094781,0,20249,28207,b4cc9190d71863143f5be491cde228e8,2019-10-10T19:40:44.976Z
4009,Closed,2017-02-28T05:00:00.000Z,2164673,381333,51961,110004,113923,105445,0,0,b120bc5b00d6d22fe56b64998cd7dcf9,2019-10-10T19:40:44.946Z
1533,Closed,2006-10-17T04:00:00.000Z,74268,0,0,0,0,0,0,0,ead6e34d3dd38c142f87bc854d3ea8c7,2019-10-10T19:40:44.715Z
1108,Closed,2004-04-22T04:00:00.000Z,151500,158280,7575,0,140494,0,4151,6060,21728baec8ee1f08b9d01ab826559195,2019-10-10T19:40:44.680Z
1454,Closed,2014-05-01T04:00:00.000Z,3407821,2388516,143079,172574,1774562,200931,32550,64820,079ee63e0379df0feca91c5eb8a9fbc0,2019-10-10T19:40:44.704Z
1886,Closed,2015-04-28T04:00:00.000Z,177856,186548,0,8986,168865,8697,0,0,752696e7984b0c981aa3e59cd66610d5,2019-10-10T19:40:44.715Z
1323,Closed,2005-01-02T05:00:00.000Z,814508,556864,42857,0,426402,63134,10386,14085,dbf55f0d47ad96549befbeacededbcf9,2019-10-10T19:40:44.698Z
1443,Closed,2010-05-19T04:00:00.000Z,2868022,1685619,0,0,1565309,46579,27119,46612,0b6db3446ba8d7b69b09d8f6160a1396,2019-10-10T19:40:44.696Z
1696,Closed,2013-06-07T04:00:00.000Z,1091647,877049,0,0,856564,0,3673,16812,4d25f64735a4a72a34e9063bd88d586b,2019-10-10T19:40:45.045Z
925,Closed,1999-04-15T04:00:00.000Z,697749,0,0,0,0,0,0,0,503e6fb27a5433f1f0724e490a226249,2019-10-10T19:40:45.079Z
1698,Closed,2012-12-11T05:00:00.000Z,519457,506120,0,0,493464,0,0,12656,cc9158600be83b24bb85ee321256d47a,2019-10-10T19:40:44.955Z
1093,Closed,1996-01-27T05:00:00.000Z,21373561,21604181,0,0,20631954,373561,142622,456044,4bb0fcc34d4d09a10510e161c81755e6,2019-10-10T19:40:45.006Z
987,Open,,0,0,0,0,0,0,0,0,cdfa923dd38a6ffb325cdf868e7fa6a6,2019-10-10T19:40:44.970Z
1699,Closed,2014-08-06T04:00:00.000Z,14984795,11181858,0,78750,11102065,0,1043,0,de69664c1fc279cd426d4f40735d53f4,2019-10-10T19:40:44.966Z
1052,Closed,2002-06-04T04:00:00.000Z,2797428,2915339,0,0,2792072,5356,39756,78155,b2598356c6459bb107a651f287111b80,2019-10-10T19:40:45.071Z
853,Closed,1998-10-27T05:00:00.000Z,149949,114017,0,0,104623,0,3216,6178,a5c3871d9fc9311d6b44ec84aaf685ee,2019-10-10T19:40:44.953Z
1439,Closed,2012-09-10T04:00:00.000Z,7879153,7154189,0,74415,6739112,194477,25428,120757,9bd8fa5d016b7c49b06cf6ccf14623ef,2019-10-10T19:40:44.694Z
1576,Closed,2010-04-14T04:00:00.000Z,501450,527138,0,0,501450,0,11316,14372,63bfe23b9b3c8c40f802484d6fa7b366,2019-10-10T19:40:44.949Z
1760,Closed,2014-07-14T04:00:00.000Z,320390,196919,0,0,191968,4951,0,0,486944747adcadac2b7afcc89ad6f2f6,2019-10-10T19:40:44.953Z
1640,Closed,2015-02-10T05:00:00.000Z,636249,400486,31809,10187,250423,106114,1765,188,1cda53c4b652c5a1d1b68dd0f86a728f,2019-10-10T19:40:45.057Z
1300,Closed,2009-05-05T04:00:00.000Z,4130244,3599288,413024,0,2732408,334092,41702,78062,1657a47dd5ba889e0085e7d36b104d99,2019-10-10T19:40:44.921Z
1832,Closed,2017-09-07T04:00:00.000Z,467384,208629,13148,0,172671,22810,0,0,e7f1fb5b87cb0c8df8b4fd0c1fda29d3,2019-10-10T19:40:45.003Z
1139,Closed,2002-06-30T04:00:00.000Z,372812,390800,0,0,303953,68859,8643,9345,ad6ebd97bb56e68428e5bdab0e72a2fb,2019-10-10T19:40:44.703Z
923,Closed,1998-03-03T05:00:00.000Z,61670,67327,0,0,61666,0,1961,3700,61c8d2577c07717a37e2d496f3f319cf,2019-10-10T19:40:45.033Z
1162,Closed,2000-09-01T04:00:00.000Z,3797592,3651921,173377,0,3203021,132161,46301,97061,72112bd896e1206559dd81bbe9903364,2019-10-10T19:40:45.067Z
881,Closed,2002-06-04T04:00:00.000Z,414000,442062,0,0,414000,0,9648,18414,1ca0d1b75a30b51283733046e1bb0f52,2019-10-10T19:40:45.052Z
1762,Closed,2015-11-12T05:00:00.000Z,190197,182642,0,0,179093,3549,0,0,933b0b73064e25c07314a996a0a699f5,2019-10-10T19:40:44.935Z
994,Closed,2001-06-06T04:00:00.000Z,10618365,10892519,0,0,10503365,114510,90013,184631,3e228ae380fa97e7a2c873cb05f1c0e3,2019-10-10T19:40:44.941Z
1694,Closed,2014-01-06T05:00:00.000Z,5022844,4954462,59772,452473,4415877,0,0,26340,03a8cd01bef744a31a8bf19d9bfedcab,2019-10-10T19:40:45.012Z
916,Closed,2001-09-24T04:00:00.000Z,76773,83820,0,0,76773,0,2441,4606,6f1ac8066902a954a62f85bf4117ab33,2019-10-10T19:40:44.916Z
899,Open,,1583836,1663964,0,0,1583836,0,27366,52762,41cc199a567661911cb395a23bffe965,2019-10-10T19:40:44.999Z
1146,Closed,2002-04-04T05:00:00.000Z,1101577,1117782,0,0,1001577,60000,21958,34247,a894148385875479367a5105fb7e7334,2019-10-10T19:40:44.575Z
1575,Closed,2015-07-20T04:00:00.000Z,2403890,222817,112215,0,0,110602,0,0,55235c83372963a7a302e005ac7a7a64,2019-10-10T19:40:44.574Z
1206,Closed,2002-06-05T04:00:00.000Z,476631,501148,0,0,476631,0,10807,13710,466b0ce66d28cbfb62511929c572e8f9,2019-10-10T19:40:45.028Z
1882,Closed,2011-10-21T04:00:00.000Z,707341,0,0,0,0,0,0,0,ed5bff6ccbce00c67a756c9353e495e0,2019-10-10T19:40:44.713Z
996,Closed,2005-06-10T04:00:00.000Z,31829750,32504884,2986260,0,27874847,829750,197537,616490,e06151e72de5ea8c5816ccfb92bf9d48,2019-10-10T19:40:45.030Z
1147,Closed,2003-11-24T05:00:00.000Z,746081,688807,36400,0,470999,149637,14486,17285,7369c41a33c3be4b21ebda8e05a0a460,2019-10-10T19:40:45.059Z
834,Closed,2001-12-11T05:00:00.000Z,326355,293338,0,0,270456,0,7828,15054,afec8617ba3c6a4c56f5270323bda70f,2019-10-10T19:40:44.938Z
1400,Closed,2011-01-28T05:00:00.000Z,408983,105414,0,0,101763,0,1,3650,4043db5105457c85e2572b16b6aae22b,2019-10-10T19:40:45.074Z
1693,Closed,2015-07-20T04:00:00.000Z,3988075,2554032,30000,0,2440840,0,12299,70893,a4dafe3bc28907645fd454d201d02748,2019-10-10T19:40:44.923Z
1536,Closed,2008-12-29T05:00:00.000Z,284199,155450,0,0,149514,0,4110,1826,1e55c157a3c6f05ff07f09078322e9b6,2019-10-10T19:40:44.723Z
1330,Closed,2005-06-23T04:00:00.000Z,270514,232618,0,0,218772,0,5542,8304,6f1da3011a000675334779af9eb28ea9,2019-10-10T19:40:44.918Z
1111,Closed,2003-05-01T04:00:00.000Z,933279,675392,0,0,589694,54750,16725,14223,fe35ab710286eba8c1449c65c34ef541,2019-10-10T19:40:44.926Z
1453,Closed,2011-01-12T05:00:00.000Z,2415899,2108337,113452,141221,1654883,139133,24079,35569,e4dfc806aed42f1f1396044b495d0db3,2019-10-10T19:40:44.720Z
1332,Closed,2007-10-10T04:00:00.000Z,3318014,3154896,0,12594,3021608,28919,8418,83357,9ee0091e51efc8b76cd506d577e24e08,2019-10-10T19:40:44.943Z
1059,Closed,2002-09-30T04:00:00.000Z,2402542,2490888,0,0,2386530,12094,35592,56672,f166238a72047da8cdc0a7f21a313a9f,2019-10-10T19:40:44.983Z
845,Closed,2008-10-03T04:00:00.000Z,59042024,60646309,0,0,58847024,176455,337544,1285286,98efd38e67f9354da6ba303cf3972c49,2019-10-10T19:40:45.078Z
1033,Closed,2007-11-14T05:00:00.000Z,62815979,60955469,6083660,0,50410909,3109644,339082,1012174,df1d8378432024a142ba66db29c9bd25,2019-10-10T19:40:44.990Z
1018,Closed,2003-08-28T04:00:00.000Z,2922885,2200699,101016,0,2008682,0,34565,56436,bcab522aeae8cc7dbf3700c4d8a4c84f,2019-10-10T19:40:44.947Z
1577,Closed,2013-06-19T04:00:00.000Z,17768290,16609685,730353,0,14957660,563615,115766,242291,d115b99b757772e165609b5cb2d36421,2019-10-10T19:40:44.972Z
943,Closed,2006-02-21T05:00:00.000Z,892707,942004,0,0,882707,109,19451,39737,531271a92c3a8be58bc444a727c57fe5,2019-10-10T19:40:44.963Z
956,Closed,1999-07-12T04:00:00.000Z,1755246,1803168,0,0,1677300,36331,28744,60793,e09505662f0d1b44b1b9148f690ff558,2019-10-10T19:40:44.711Z
1116,Closed,2004-06-23T04:00:00.000Z,1204423,868407,33324,0,775026,0,23105,36952,e2affd82a948c220554df15de7a9e142,2019-10-10T19:40:44.949Z
1660,Closed,2016-03-07T05:00:00.000Z,1197487,1123094,19427,0,958094,100000,15869,29704,9db43279873e5f3772aa366ac03d9fe9,2019-10-10T19:40:45.036Z
1464,Closed,2012-01-04T05:00:00.000Z,5051903,4630711,0,264080,4010697,190789,54851,110294,374af323a645075381a4f5859241841e,2019-10-10T19:40:45.066Z
822,Closed,1996-09-23T04:00:00.000Z,208709,221682,0,0,200105,6000,5327,10250,c9007765eb8b6fa8c888d12a3f91f467,2019-10-10T19:40:45.010Z
1535,Closed,2008-01-02T05:00:00.000Z,864129,771366,0,0,768016,0,0,3350,590c6f5beeda5915577685d362cf7157,2019-10-10T19:40:44.581Z
1127,Closed,2003-11-24T05:00:00.000Z,2590392,2673290,0,0,2590392,0,37359,45539,bfd846fe53a279b5470237acc89fda2a,2019-10-10T19:40:44.692Z
1251,Closed,2008-03-03T05:00:00.000Z,10581012,13298291,546930,0,12354568,286936,79188,30669,bebbe67dde2ad5f5414577d7713eb956,2019-10-10T19:40:44.920Z
1875,Closed,2016-08-04T04:00:00.000Z,3642750,3397069,14625,0,3206314,176130,0,0,b98a4adc5347e798dbbc36e5f59aa357,2019-10-10T19:40:45.050Z
869,Open,,384615,410020,0,0,384615,0,9020,16385,958bc3212c993d7fac1ac073ddecd841,2019-10-10T19:40:44.696Z
995,Closed,2004-03-09T05:00:00.000Z,30451013,31426242,345442,0,29654558,451013,192473,782756,5e3062435afa9155db665010e340d91a,2019-10-10T19:40:44.951Z
927,Closed,1999-10-28T04:00:00.000Z,7599555,5692393,0,0,5502113,0,64141,126139,957959efbc7610df13f9670426261710,2019-10-10T19:40:44.939Z
973,Closed,2004-05-28T04:00:00.000Z,2061868,1706576,184967,0,1419130,0,27788,74691,53d48f2ebb10b3cc57bcc5ebe09b54d3,2019-10-10T19:40:44.957Z
1902,Closed,2015-03-10T04:00:00.000Z,566870,23471,12221,11250,0,0,0,0,03624c9c8b00539e2cfa2ea94b4d2ba8,2019-10-10T19:40:45.012Z
872,Closed,2006-02-21T05:00:00.000Z,155065,167114,0,0,143065,11869,4257,7923,09255459a62cfc87c9e9199807039f6a,2019-10-10T19:40:44.579Z
1165,Closed,2003-11-19T05:00:00.000Z,2018361,2036225,0,0,1953090,0,31052,52083,1c27e87272c3cba0a1552bf1aa4ca7fa,2019-10-10T19:40:44.923Z
1312,Closed,2012-05-31T04:00:00.000Z,3937500,3453353,196363,189610,2840909,156661,3695,66115,0c5d08eadb35c216cbe78e291367ef88,2019-10-10T19:40:45.050Z
1582,Closed,2015-09-03T04:00:00.000Z,722587,462000,0,34748,365782,61470,0,0,0a4b6bb984a82e99366c61ed5e02db61,2019-10-10T19:40:44.699Z
1910,Open,,9567531,5042587,477634,509776,3592325,462852,0,0,3c7e4de9569807c341ed0b2cbdd54d90,2019-10-10T19:40:44.942Z
1520,Closed,2012-03-05T05:00:00.000Z,743509,451971,0,0,441755,0,1114,9102,7d509711013b4241a3e4edff02a23b34,2019-10-10T19:40:45.062Z
1164,Closed,2003-06-20T04:00:00.000Z,10161702,10494407,232500,0,9589024,340178,88032,244673,c9b38685926a76ac4273207ffd5ad728,2019-10-10T19:40:44.707Z
1483,Closed,2004-08-09T04:00:00.000Z,72472,78581,0,0,72472,0,2289,3820,94139d4ae71042b982c2626151d245ee,2019-10-10T19:40:45.035Z
1217,Closed,2003-12-09T05:00:00.000Z,697209,652727,20250,0,597054,0,15013,20410,c134ad7063e1bbc209bbc9f8512c778b,2019-10-10T19:40:44.928Z
896,Closed,1998-06-02T04:00:00.000Z,227162,237354,0,0,193000,30000,5634,8720,b82c8eaf9f141bf33b67139d64df81e2,2019-10-10T19:40:45.001Z
1197,Closed,2009-05-14T04:00:00.000Z,3246608,3072370,63425,0,2846257,47282,41311,74095,fd18f317acd6ab47b100d0a4d4b15413,2019-10-10T19:40:44.595Z
1451,Closed,2011-04-04T04:00:00.000Z,567596,560847,15623,0,388471,139473,5270,12010,c9b55aa1278503641453a30b6555941a,2019-10-10T19:40:45.070Z
1006,Closed,2004-03-10T05:00:00.000Z,1047261,1105536,0,0,1000000,47261,21719,36556,fce80107f8a8566b76007f75b7685cbe,2019-10-10T19:40:44.980Z
1248,Closed,2002-09-24T04:00:00.000Z,1625417,996958,0,0,887188,68526,20529,20715,1482e87f6d8845a3954789f34ba026cb,2019-10-10T19:40:44.975Z
1009,Closed,2008-03-03T05:00:00.000Z,10805703,10537038,0,0,9922645,313940,88244,212209,118d903c759a0a566441507e0dce171f,2019-10-10T19:40:45.044Z
1292,Closed,2012-05-08T04:00:00.000Z,79827003,67665966,2037116,0,64405234,329536,157718,736362,bafa64ab8a169d0c8591f158429132b5,2019-10-10T19:40:45.014Z
1034,Closed,2005-05-26T04:00:00.000Z,2048280,2037146,97929,0,1795829,56593,31061,55734,151862d1417e709936267a0e89e5ce34,2019-10-10T19:40:45.052Z
1280,Closed,2005-06-23T04:00:00.000Z,1721649,1152684,97013,0,999771,0,22304,33596,9fec46bd31f78460576c4348593aa81a,2019-10-10T19:40:45.013Z
1044,Closed,2011-07-06T04:00:00.000Z,34739521,35136508,273750,0,30988032,3133341,210629,530756,53d62dfac7f7acfc455e4c1eb32fbca7,2019-10-10T19:40:44.709Z
1895,Open,,13280510,10988112.12,204005,572092,9562598.12,649417,0,0,c264238c6efadd699765e4ec01355316,2019-12-17T20:32:32.409Z
865,Closed,1999-09-15T04:00:00.000Z,811369,804268,0,0,753575,0,16750,33943,6006b74d4aa555689246f180bb2e815a,2019-10-10T19:40:44.968Z
1428,Closed,2008-06-30T04:00:00.000Z,288945,237017,0,18750,178333,27144,5096,7694,66623bde91534692981b3071b656ef57,2019-10-10T19:40:44.711Z
1592,Closed,2010-12-21T05:00:00.000Z,117432,82281,0,0,80832,0,1449,0,a982792279ce07401f1ea7502d2e9340,2019-10-10T19:40:45.002Z
1666,Closed,2011-08-09T04:00:00.000Z,486900,339901,0,0,311690,17415,1363,9433,3514831cdfa46c0c724bb7e452094aca,2019-10-10T19:40:44.708Z
1573,Closed,2013-11-13T05:00:00.000Z,2476257,2364984,75991,57575,2225512,0,25,5881,75b0bb60204dbbed76efb84e1a8b8989,2019-10-10T19:40:44.922Z
1198,Closed,2004-11-09T05:00:00.000Z,6267137,6485466,313268,0,5891571,3525,68370,208732,54a263ffd8cc46de9d95eac87bc1f84f,2019-10-10T19:40:44.977Z
1062,Closed,2004-03-15T05:00:00.000Z,4845060,4906246,735199,0,3985919,0,60695,124433,e23be74554bb0dd4a27991781aff203a,2019-10-10T19:40:45.013Z
1254,Closed,2006-09-18T04:00:00.000Z,1006006,750065,50300,0,653543,22631,3647,19944,f8cf68418c59d0e6a33b2470442d41f5,2019-10-10T19:40:44.948Z
1445,Closed,2009-07-15T04:00:00.000Z,1778522,1695298,0,12871,1551703,63683,20929,46112,60d165abc58a39c9c75d77b6a5bf20c0,2019-10-10T19:40:44.987Z
1532,Closed,2015-01-15T05:00:00.000Z,146831,122040,0,0,90766,25746,2805,2723,ae018a88bf4283db5d19bbdedb25485c,2019-10-10T19:40:44.599Z
1449,Closed,2005-05-20T04:00:00.000Z,281691,0,0,0,0,0,0,0,71f87be39948fb696201aeaf202a2592,2019-10-10T19:40:44.589Z
1195,Closed,2011-06-09T04:00:00.000Z,15442242,14753069,1279289,0,11813184,1178477,109219,372900,b545ca6d12e40b158d66eac78ea9b941,2019-10-10T19:40:45.061Z
1336,Closed,2006-07-03T04:00:00.000Z,345628,304005,15000,0,261883,9450,6948,10724,df7946851f258da713727e91de9f7c21,2019-10-10T19:40:45.040Z
821,Closed,2002-09-23T04:00:00.000Z,545000,579052,16088,0,523601,2354,12334,24675,ed12cf3a39183ab4b56a90bfa714e002,2019-10-10T19:40:44.984Z
1128,Closed,2002-06-21T04:00:00.000Z,2681951,2000818,146245,0,1724603,13200,37504,79266,c299c6d97802981efe7670ae3b342827,2019-10-10T19:40:44.967Z
1326,Closed,2006-07-03T04:00:00.000Z,314981,333150,15417,0,299563,0,7513,10657,e99729392176d7ced656547cb6055796,2019-10-10T19:40:44.941Z
1227,Closed,2006-01-25T05:00:00.000Z,5866126,5656107,252316,0,4909939,264580,66146,163126,edb2cd606288f7b0508217e1263d88d4,2019-10-10T19:40:45.032Z
1339,Closed,2006-09-12T04:00:00.000Z,1132279,896815,113228,0,678867,55622,15202,33896,5cd00cfeb98b60819ae9acd933e4e5e0,2019-10-10T19:40:44.592Z
1226,Closed,2008-03-06T05:00:00.000Z,3653569,2622004,481442,0,1885255,146617,34895,73795,30ba57c93c37cf486dbd37e9f902e824,2019-10-10T19:40:44.924Z
1841,Open,,9859588,7200326,937419,0,5780773,482134,0,0,fce7dcefe586489be397c135ae095e99,2019-10-10T19:40:44.724Z
1373,Closed,2007-01-23T05:00:00.000Z,417874,415221,19635,25239,349628,0,8608,12111,135f755b12d833552c58771b1ed60fd4,2019-10-10T19:40:44.983Z
839,Closed,2000-05-30T04:00:00.000Z,32456,35435,0,0,32456,0,1032,1947,9007d1f7a78609df4651a03a350e8aeb,2019-10-10T19:40:44.986Z
1046,Closed,2012-03-05T05:00:00.000Z,19516997,19981617,0,0,18225585,1291044,135232,329756,ed2586d5ec7a9c16a126a824d7f3946d,2019-10-10T19:40:44.599Z
1064,Closed,2000-06-29T04:00:00.000Z,768959,813665,38447,0,730512,0,16935,27771,e6cae8e6850576652bfa6e37149b30ea,2019-10-10T19:40:45.040Z
1247,Closed,1999-06-16T04:00:00.000Z,221339230,220712228,5724091,0,210240155,1935707,1133892,1678383,e1d32d17169d3f92502f7cf9086a731a,2019-10-10T19:40:44.987Z
